club,name,position,age,overall,nationality,image,Unnamed: 7
Sheffield United,L. Marsh,MEI ATA,19,58,England,/277/804/24_180.png,
Sheffield United,J. Amissah,GOL,21,55,Germany,/271/064/24_180.png,
Sheffield United,A. Brooks,PE ATA,19,53,England,/271/816/24_180.png,
Stoke City,S. Hakšabanović,PE,24,73,Montenegro,/226/430/24_180.png,
Stoke City,M. Léris,MD,25,72,Algeria,/240/660/24_180.png,
Stoke City,André Vidigal,ME ATA,24,72,Portugal,/243/401/24_180.png,
Stoke City,B. Pearson,VOL,28,72,England,/213/689/24_180.png,
Stoke City,Wesley,ATA,26,71,Brazil,/232/381/24_180.png,
Stoke City,C. Clark,ZAG,33,71,Ireland,/183/129/24_180.png,
Stoke City,B. Wilmot,ZAG LD LD,23,71,England,/238/389/24_180.png,
Stoke City,L. Baker,MC VOL,28,71,England,/211/504/24_180.png,
Stoke City,W. Burger,MC VOL,22,70,Netherlands,/244/050/24_180.png,
Stoke City,J. Laurent,VOL MC MEI,28,70,England,/217/826/24_180.png,
Stoke City,D. Johnson,MEI MC,30,70,Jamaica,/201/887/24_180.png,
Stoke City,R. Mmaee,ATA,26,70,Morocco,/228/639/24_180.png,
Stoke City,E. Stevens,LE LE,32,70,Ireland,/192/546/24_180.png,
Stoke City,T. Campbell,ATA ME,23,70,England,/240/783/24_180.png,
Stoke City,M. Rose,ZAG,27,69,Scotland,/212/487/24_180.png,
Stoke City,D. Gayle,ATA,32,69,England,/205/670/24_180.png,
Stoke City,N. Jojić,MD PD,19,68,Serbia,/277/900/24_180.png,
Stoke City,J. Thompson,MC VOL,26,67,Northern Ireland,/230/136/24_180.png,
Stoke City,F. Fielding,GOL,35,67,England,/169/493/24_180.png,
Stoke City,J. Bonham,GOL,29,67,Ireland,/202/125/24_180.png,
Stoke City,L. Gooch,LD LD MD,27,66,United States,/222/528/24_180.png,
Stoke City,J. Tchamadeu,LD LD,19,64,Cameroon,/259/869/24_180.png,
Stoke City,T. Edwards,LD ZAG,24,64,England,/238/319/24_180.png,
Stoke City,Bae Jun Ho,ME MC,19,62,South Korea,/266/774/24_180.png,
Stoke City,D. Wright-Phillips,ME ATA,21,62,England,/263/758/24_180.png,
Stoke City,L. Macari,ZAG LD,21,60,Scotland,/263/739/24_180.png,
Stoke City,M. Baker,ZAG,20,60,Wales,/271/876/24_180.png,
Stoke City,T. Simkin,GOL,18,57,England,/276/944/24_180.png,
Stoke City,B. Nna Noukeu,GOL,22,57,Cameroon,/257/138/24_180.png,
Stoke City,D. Okagbue,ZAG,19,56,Ireland,/274/474/24_180.png,
Stoke City,E. Tezgel,ATA,17,56,England,/271/626/24_180.png,
Stoke City,N. Lowe,ATA,17,55,England,/274/472/24_180.png,
Swansea,M. Grimes,MC VOL,27,73,England,/212/118/24_180.png,
Swansea,J. Paterson,MEI ME,31,71,England,/199/960/24_180.png,
Swansea,J. Yates,ATA,26,71,England,/226/507/24_180.png,
Swansea,J. Fulton,VOL MC,29,71,Scotland,/221/890/24_180.png,
Swansea,B. Cabango,ZAG,23,71,Wales,/248/687/24_180.png,
Swansea,H. Darling,ZAG,23,70,England,/236/551/24_180.png,
Swansea,J. Ginnelly,ATA MD ME,26,70,England,/222/916/24_180.png,
Swansea,K. Pedersen,LE ZAG,28,69,Denmark,/234/832/24_180.png,
Swansea,K. Naughton,ZAG LD,34,69,England,/186/598/24_180.png,
Swansea,J. Allen,VOL MC,33,69,Wales,/184/716/24_180.png,
Swansea,J. Tymon,LE LE,24,68,England,/232/759/24_180.png,
Swansea,A. Fisher,GOL,25,68,England,/234/260/24_180.png,
Swansea,L. Cullen,ATA MD,24,68,Wales,/233/941/24_180.png,
Swansea,O. Cooper,MEI MC ME,23,68,Wales,/248/688/24_180.png,
Swansea,N. Wood,ZAG,21,68,England,/245/153/24_180.png,
Swansea,L. Walsh,MC VOL,25,67,England,/227/995/24_180.png,
Swansea,N. Ogbeta,LE LE,22,66,England,/254/327/24_180.png,
Swansea,J. Key,LD LD,23,66,England,/244/870/24_180.png,
Swansea,M. Kuharevych,ATA,22,64,Ukraine,/263/919/24_180.png,
Swansea,N. Tjoe-A-On,LE,21,64,Netherlands,/269/467/24_180.png,
Swansea,B. Cooper,ZAG,23,64,Wales,/237/316/24_180.png,
Swansea,A. Abdulai,VOL MC LE,20,60,Scotland,/266/303/24_180.png,
Swansea,N. Broome,GOL,21,57,England,/266/842/24_180.png,
Swansea,F. Lissah,ZAG LD,18,55,England,/277/591/24_180.png,
Swansea,L. Webb,GOL,21,55,Wales,/259/370/24_180.png,
Swansea,J. Thomas,ATA,20,55,Wales,/277/353/24_180.png,
Swansea,C. Congreve,MC PD LE,19,55,Wales,/268/306/24_180.png,
Swansea,J. Cotterill,MC,18,54,Wales,/268/888/24_180.png,
Watford,W. Hoedt,ZAG,29,74,Netherlands,/216/774/24_180.png,
Watford,I. Louza,MC VOL,24,73,Morocco,/242/794/24_180.png,
Watford,R. Healey,ATA,28,73,England,/212/994/24_180.png,
Watford,F. Sierralta,ZAG VOL,26,72,Chile,/228/681/24_180.png,
Watford,D. Bachmann,GOL,28,72,Austria,/209/532/24_180.png,
Watford,T. Ince,PD MC ATA,31,71,England,/200/521/24_180.png,
Watford,R. Porteous,ZAG,24,71,Scotland,/240/439/24_180.png,
Watford,E. Kayembe,VOL MC,25,71,Democratic Republic Congo,/242/217/24_180.png,
Watford,J. Ngakia,LD LD,22,70,England,/247/623/24_180.png,
Watford,V. Bayo,ATA,26,70,Ivory Coast,/246/832/24_180.png,
Watford,K. Sema,PE ME LE,29,70,Sweden,/213/750/24_180.png,
Watford,S. Kalu,ME MD PD,25,70,Nigeria,/237/207/24_180.png,
Watford,J. Livermore,VOL MC,33,69,England,/189/059/24_180.png,
Watford,G. Chakvetadze,MEI ME MC,23,69,Georgia,/241/168/24_180.png,
Watford,T. Dele-Bashiru,MC,23,68,Nigeria,/233/048/24_180.png,
Watford,João Ferreira,LD LD MD,22,68,Portugal,/252/577/24_180.png,
Watford,Matheus Martins,PE,19,68,Brazil,/273/458/24_180.png,
Watford,I. Koné,MC,21,67,Canada,/264/207/24_180.png,
Watford,Y. Asprilla,PD MEI,19,67,Colombia,/271/464/24_180.png,
Watford,M. Pollock,ZAG,21,67,England,/246/695/24_180.png,
Watford,A. Fletcher,ATA,27,67,England,/213/699/24_180.png,
Watford,B. Hamer,GOL,35,66,England,/170/008/24_180.png,
Watford,M. Rajović,ATA,23,65,Denmark,/272/853/24_180.png,
Watford,R. Andrews,LD LD,18,63,England,/270/371/24_180.png,
Watford,J. Morris,LE LE,21,63,England,/268/530/24_180.png,
Watford,J. Cabezas,ATA,19,63,Colombia,/272/770/24_180.png,
Watford,K. Baah,PE ME MD,20,60,Germany,/254/807/24_180.png,
Watford,S. Forde,ATA,19,58,England,/268/529/24_180.png,
Watford,T. Adeyemo,ATA,18,55,England,/273/540/24_180.png,
Watford,M. Roberts,GOL,21,55,England,/275/272/24_180.png,
Watford,J. Collins,ATA,18,54,England,/276/582/24_180.png,
Watford,A. Marriott,GOL,19,53,England,/277/366/24_180.png,
Barnsley,C. Styles,LE MC MD,23,71,Hungary,/234/087/24_180.png,
Barnsley,L. Connell,VOL MC,22,69,Ireland,/245/988/24_180.png,
Barnsley,H. Kane,MC,24,68,England,/236/247/24_180.png,
Barnsley,N. Cadden,LE,26,67,Scotland,/243/842/24_180.png,
Barnsley,D. Cole,ATA,28,67,England,/206/134/24_180.png,
Barnsley,A. Phillips,MC,25,67,England,/224/225/24_180.png,
Barnsley,J. Williams,LD ZAG,23,67,England,/237/415/24_180.png,
Barnsley,M. de Gevigney,ZAG,23,66,France,/270/363/24_180.png,
Barnsley,C. McCarthy,ZAG,25,65,Ireland,/229/771/24_180.png,
Barnsley,C. O'Keeffe,LD MD,25,65,Ireland,/234/242/24_180.png,
Barnsley,J. McAtee,MEI ATA,23,64,England,/238/368/24_180.png,
Barnsley,M. Watters,ATA,24,64,England,/243/639/24_180.png,
Barnsley,J. McCart,ZAG,26,64,Scotland,/227/951/24_180.png,
Barnsley,J. Russell,MC VOL,22,64,Jamaica,/242/436/24_180.png,
Barnsley,R. Cundy,ZAG,26,64,England,/229/182/24_180.png,
Barnsley,J. Benson,MC VOL,23,64,England,/247/140/24_180.png,
Barnsley,B. Cotter,LD LE,24,63,Ireland,/237/975/24_180.png,
Barnsley,S. Cosgrove,ATA,26,63,England,/227/040/24_180.png,
Barnsley,A. Dallas,ATA,23,62,Scotland,/252/464/24_180.png,
Barnsley,O. Shaw,ATA,25,62,Scotland,/240/807/24_180.png,
Barnsley,K. Lopata,ZAG,21,61,Poland,/264/367/24_180.png,
Barnsley,B. Killip,GOL,27,61,England,/213/677/24_180.png,
Barnsley,M. Wolfe,VOL MC,23,61,England,/241/690/24_180.png,
Barnsley,Fábio Jaló,ATA PD MEI,17,57,Portugal,/272/446/24_180.png,
Barnsley,J. Shepherd,ZAG,22,55,England,/277/516/24_180.png,
Barnsley,J. Ackroyd,MC,20,54,England,/270/582/24_180.png,
Barnsley,K. Flavell,GOL,19,52,England,/278/933/24_180.png,
Barnsley,H. Nejman,MC,19,51,England,/277/946/24_180.png,
Bristol City,R. Dickie,ZAG,27,72,England,/223/159/24_180.png,
Bristol City,A. Weimann,MEI MC ATA,31,71,Austria,/194/017/24_180.png,
Bristol City,K. Naismith,ZAG VOL,31,71,Scotland,/205/054/24_180.png,
Bristol City,R. Atkinson,ZAG,24,71,England,/241/824/24_180.png,
Bristol City,J. Knight,MC MEI LD,22,70,Ireland,/252/376/24_180.png,
Bristol City,J. Williams,VOL MC,26,70,England,/224/265/24_180.png,
Bristol City,M. James,VOL MC,31,70,England,/186/139/24_180.png,
Bristol City,R. McCrorie,LD ZAG VOL,25,70,Scotland,/234/229/24_180.png,
Bristol City,C. Pring,LE ZAG,25,70,England,/234/941/24_180.png,
Bristol City,N. Wells,ATA PE,33,69,Bermuda,/202/686/24_180.png,
Bristol City,H. Cornick,ATA PD MD,28,69,England,/216/155/24_180.png,
Bristol City,M. O'Leary,GOL,26,69,Ireland,/220/807/24_180.png,
Bristol City,Z. Vyner,ZAG LD,26,68,England,/225/072/24_180.png,
Bristol City,A. Mehmeti,PE ME,22,67,Albania,/250/816/24_180.png,
Bristol City,G. Tanner,LD LD,23,67,England,/242/800/24_180.png,
Bristol City,M. Sykes,PD MD LD,25,67,Ireland,/246/847/24_180.png,
Bristol City,T. Conway,ATA,20,66,Scotland,/261/283/24_180.png,
Bristol City,A. King,MC VOL ZAG,34,66,Wales,/186/578/24_180.png,
Bristol City,H. Roberts,LE ZAG,21,65,England,/258/931/24_180.png,
Bristol City,S. Bajic,GOL,21,65,France,/245/865/24_180.png,
Bristol City,S. Bell,PE ATA ME,21,65,England,/259/926/24_180.png,
Bristol City,A. Benarous,MEI ME MC,19,62,England,/265/197/24_180.png,
Bristol City,L. Thomas,GOL,25,60,Wales,/229/274/24_180.png,
Bristol City,S. Palmer-Houlden,ATA,19,59,England,/276/942/24_180.png,
Bristol City,D. Kadji,VOL MC ME,19,58,England,/270/521/24_180.png,
Bristol City,E. Yeboah,PD ATA,16,57,Italy,/278/248/24_180.png,
Bristol City,T. Backwell,MC,20,54,England,/278/984/24_180.png,
Bristol City,O. Thomas,ATA,18,54,England,/278/031/24_180.png,
Bristol City,R. Nelson,PD LD,17,53,England,/278/315/24_180.png,
Bristol City,H. Wiles-Richards,GOL,21,52,England,/263/340/24_180.png,
Bristol City,R. Araoye,ZAG,19,51,England,/277/746/24_180.png,
Bristol City,J. Knight-Lebel,ZAG,18,50,Canada,/277/747/24_180.png,
Blackpool,K. Dougall,VOL MC,30,68,Australia,/233/105/24_180.png,
Blackpool,J. Rhodes,ATA,33,68,Scotland,/184/624/24_180.png,
Blackpool,M. Ekpiteta,ZAG,27,68,England,/250/810/24_180.png,
Blackpool,S. Lavery,ATA,24,67,Northern Ireland,/238/990/24_180.png,
Blackpool,J. Husband,ZAG LE,29,67,England,/205/596/24_180.png,
Blackpool,M. Pennington,ZAG,28,67,England,/216/791/24_180.png,
Blackpool,C. Connolly,ZAG LD VOL,25,67,England,/229/605/24_180.png,
Blackpool,J. Lawrence-Gabriel,LD LD,24,67,England,/232/106/24_180.png,
Blackpool,D. Grimshaw,GOL,25,66,England,/224/947/24_180.png,
Blackpool,C. Hamilton,LD MD ME,28,66,Ireland,/225/734/24_180.png,
Blackpool,O. Norburn,MC VOL,30,66,Grenada,/206/202/24_180.png,
Blackpool,K. Dembélé,PD,20,65,England,/246/682/24_180.png,
Blackpool,M. Virtue,MC,26,65,England,/242/085/24_180.png,
Blackpool,A. Lyons,LD LD LE,22,65,Ireland,/241/543/24_180.png,
Blackpool,J. Beesley,ATA,26,64,England,/222/654/24_180.png,
Blackpool,D. Thompson,LE LE,22,64,England,/244/196/24_180.png,
Blackpool,O. Casey,ZAG,22,64,England,/247/350/24_180.png,
Blackpool,O. Dale,ME MD LE,24,64,England,/235/769/24_180.png,
Blackpool,S. Carey,MEI MC,22,64,England,/262/848/24_180.png,
Blackpool,K. Joseph,ATA PD,21,64,Scotland,/251/275/24_180.png,
Blackpool,A. Morgan,MC,23,63,England,/245/761/24_180.png,
Blackpool,R. O'Donnell,GOL,34,62,England,/182/206/24_180.png,
Blackpool,D. Tharme,ZAG,23,62,England,/271/028/24_180.png,
Blackpool,T. Oakley-Boothe,MC MEI,23,60,England,/237/139/24_180.png,
Blackpool,R. Apter,MEI PD,20,57,Scotland,/259/507/24_180.png,
Blackpool,K. Kouassi,ATA,20,56,England,/263/387/24_180.png,
Blackpool,T. Trusty,MEI,19,54,Cyprus,/273/824/24_180.png,
Blackpool,M. Chapman,GOL,20,50,England,/258/762/24_180.png,
Brentford,M. Flekken,GOL,30,81,Netherlands,/211/738/24_180.png,
Brentford,B. Mbeumo,PD ATA,23,79,Cameroon,/243/014/24_180.png,
Brentford,B. Mee,ZAG,33,79,England,/189/682/24_180.png,
Brentford,E. Pinnock,ZAG,30,79,Jamaica,/238/717/24_180.png,
Brentford,R. Henry,LE LE,25,78,England,/224/494/24_180.png,
Brentford,Y. Wissa,PE ATA,26,77,Democratic Republic Congo,/234/824/24_180.png,
Brentford,C. Nørgaard,VOL,29,77,Denmark,/210/697/24_180.png,
Brentford,K. Ajer,ZAG LD,25,76,Norway,/224/258/24_180.png,
Brentford,A. Hickey,LD LD LE,21,76,Scotland,/248/808/24_180.png,
Brentford,N. Collins,ZAG LD,22,76,Ireland,/248/484/24_180.png,
Brentford,M. Jensen,MC,27,76,Denmark,/229/723/24_180.png,
Brentford,V. Janelt,VOL MC LE,25,76,Germany,/235/167/24_180.png,
Brentford,M. Damsgaard,MEI PE MC,22,75,Denmark,/241/508/24_180.png,
Brentford,Zanka,ZAG,33,74,Denmark,/183/491/24_180.png,
Brentford,T. Strakosha,GOL,28,74,Albania,/212/151/24_180.png,
Brentford,F. Onyeka,VOL MC,25,73,Nigeria,/239/529/24_180.png,
Brentford,J. Dasilva,MC,24,73,England,/231/445/24_180.png,
Brentford,K. Schade,PD ATA PE,21,72,Germany,/260/926/24_180.png,
Brentford,K. Lewis-Potter,PE ME,22,72,England,/243/606/24_180.png,
Brentford,M. Roerslev,LD LD,24,71,Denmark,/238/157/24_180.png,
Brentford,S. Baptiste,MC VOL,25,70,Grenada,/240/697/24_180.png,
Brentford,S. Ghoddos,MEI MC ME,29,68,Iran,/231/949/24_180.png,
Brentford,C. Goode,ZAG,27,67,England,/228/997/24_180.png,
Brentford,Y. Yarmoliuk,MEI MC PD,19,66,Ukraine,/270/608/24_180.png,
Brentford,P. Maghoma,VOL MC,22,65,England,/243/849/24_180.png,
Brentford,M. Cox,GOL,20,64,England,/256/488/24_180.png,
Brentford,M. Peart-Harris,MC MEI,20,63,England,/263/582/24_180.png,
Brentford,F. Stevens,LD LD,20,62,Wales,/259/766/24_180.png,
Brentford,M. Olakigbe,PE PD,19,62,England,/271/173/24_180.png,
Brentford,Kim Ji Soo,ZAG,18,62,South Korea,/267/844/24_180.png,
Brentford,R. Trevitt,MEI MC,20,62,England,/262/569/24_180.png,
Brentford,E. Brierley,MC,19,61,England,/258/724/24_180.png,
Brentford,N. Young-Coombes,ATA PD PE,20,61,England,/262/637/24_180.png,
Brentford,E. Balcombe,GOL,23,61,England,/236/663/24_180.png,
Brentford,T. Crama,ZAG,21,61,France,/262/568/24_180.png,
Brentford,D. Oyegoke,LD ZAG,20,60,England,/262/930/24_180.png,
Bolton,N. Baxter,GOL,24,70,England,/234/803/24_180.png,
Bolton,Ricardo Santos,ZAG,28,70,Portugal,/212/090/24_180.png,
Bolton,D. Charles,ATA,27,68,Northern Ireland,/220/039/24_180.png,
Bolton,J. Dacres-Cogley,LD LD,27,67,England,/229/073/24_180.png,
Bolton,V. Adeboyejo,ATA,25,67,Nigeria,/225/867/24_180.png,
Bolton,Carlos Mendes Gomes,ME PE,24,67,Guinea Bissau,/244/559/24_180.png,
Bolton,G. Johnston,ZAG,24,67,Scotland,/240/912/24_180.png,
Bolton,A. Morley,MC,23,66,England,/235/807/24_180.png,
Bolton,J. Sheehan,MC VOL,28,66,Wales,/212/366/24_180.png,
Bolton,K. Dempsey,MC MEI,27,66,England,/221/705/24_180.png,
Bolton,E. Toal,ZAG,24,65,Northern Ireland,/239/540/24_180.png,
Bolton,G. Jones,ZAG LD,27,65,Wales,/224/447/24_180.png,
Bolton,W. Forrester,ZAG,22,64,England,/254/522/24_180.png,
Bolton,R. Williams,LE MD,26,64,England,/231/951/24_180.png,
Bolton,G. Thomason,MC VOL,22,64,England,/255/913/24_180.png,
Bolton,D. John,LE LE,28,64,Wales,/211/204/24_180.png,
Bolton,J. Böðvarsson,ATA,31,63,Iceland,/212/992/24_180.png,
Bolton,J. Iredale,ZAG LE,27,63,Australia,/248/718/24_180.png,
Bolton,J. Coleman,GOL,27,62,England,/219/795/24_180.png,
Bolton,C. Jerome,ATA,36,62,Grenada,/165/191/24_180.png,
Bolton,D. Nlundulu,ATA,24,62,England,/236/321/24_180.png,
Bolton,L. Matheson,LD LD,20,60,England,/246/002/24_180.png,
Bolton,C. Carty,ATA,21,59,Ireland,/258/532/24_180.png,
Bolton,B. Andreucci,ATA,18,54,Scotland,/278/712/24_180.png,
Bolton,L. Hutchinson,GOL,19,52,England,/252/895/24_180.png,
Cardiff City,M. Siopis,VOL MC,29,74,Greece,/236/773/24_180.png,
Cardiff City,A. Ramsey,MC MEI,32,74,Wales,/186/561/24_180.png,
Cardiff City,I. Ugbo,ATA,24,70,Canada,/233/045/24_180.png,
Cardiff City,C. Robinson,ATA ME,28,70,Ireland,/206/518/24_180.png,
Cardiff City,C. O'Dowda,ME PE LE,28,70,Ireland,/212/454/24_180.png,
Cardiff City,Y. Méïté,ATA MD,27,70,Ivory Coast,/233/730/24_180.png,
Cardiff City,R. Wintle,VOL MC,26,69,England,/227/929/24_180.png,
Cardiff City,D. Goutas,ZAG,29,69,Greece,/229/703/24_180.png,
Cardiff City,P. Ng,ZAG LD,27,69,England,/223/905/24_180.png,
Cardiff City,J. Ralls,MC VOL,29,69,England,/204/464/24_180.png,
Cardiff City,A. Rinomhota,VOL MC,26,68,England,/228/517/24_180.png,
Cardiff City,M. McGuinness,ZAG,22,68,Ireland,/248/405/24_180.png,
Cardiff City,J. Collins,LE,28,68,Nigeria,/241/135/24_180.png,
Cardiff City,J. Alnwick,GOL,30,67,England,/204/354/24_180.png,
Cardiff City,E. Adams,VOL MC,27,67,Gambia,/232/412/24_180.png,
Cardiff City,M. Romeo,LD LD,27,67,Antigua and Barbuda,/211/966/24_180.png,
Cardiff City,R. Sawyers,MC VOL,31,66,Saint Kitts and Nevis,/192/495/24_180.png,
Cardiff City,K. Etete,ATA,21,66,England,/246/296/24_180.png,
Cardiff City,R. Colwill,MEI MD ME,21,65,Wales,/257/437/24_180.png,
Cardiff City,I. Davies,ATA,21,65,Wales,/257/438/24_180.png,
Cardiff City,S. Ojo,MD MEI ME,26,65,England,/224/021/24_180.png,
Cardiff City,O. Tanner,MD ME,21,60,England,/269/175/24_180.png,
Cardiff City,E. King,VOL MC,20,60,Wales,/265/658/24_180.png,
Cardiff City,K. Evans,MEI ME MD,21,58,Wales,/257/435/24_180.png,
Cardiff City,T. Davies,LE,19,57,Wales,/278/073/24_180.png,
Cardiff City,V. Daley-Campbell,LD LD,22,57,England,/258/529/24_180.png,
Cardiff City,J. Colwill,MC,18,55,Wales,/277/584/24_180.png,
Cardiff City,X. Benjamin,ZAG VOL,19,53,England,/277/582/24_180.png,
Cardiff City,J. Dennis,GOL,18,50,Wales,/277/587/24_180.png,
Cardiff City,M. Turner,GOL,20,50,Wales,/277/586/24_180.png,
Coventry,M. van Ewijk,LD LD,22,75,Netherlands,/251/626/24_180.png,
Coventry,B. Sheaf,VOL MC,25,74,England,/225/779/24_180.png,
Coventry,H. Wright,ATA,25,72,United States,/238/743/24_180.png,
Coventry,C. O'Hare,MEI,25,72,England,/238/058/24_180.png,
Coventry,T. Sakamoto,LD LE MEI,26,71,Japan,/254/910/24_180.png,
Coventry,K. McFadzean,ZAG,36,71,England,/173/671/24_180.png,
Coventry,B. Wilson,GOL,30,70,England,/204/825/24_180.png,
Coventry,J. Latibeaudiere,ZAG LD,23,70,Jamaica,/233/047/24_180.png,
Coventry,J. Dasilva,LE LE,25,70,England,/232/755/24_180.png,
Coventry,J. Bidwell,LE LE ZAG,30,70,England,/196/952/24_180.png,
Coventry,J. Allen,MEI MC,28,69,England,/213/147/24_180.png,
Coventry,L. Binks,ZAG,21,69,England,/245/900/24_180.png,
Coventry,E. Simms,ATA,22,69,England,/251/198/24_180.png,
Coventry,M. Godden,ATA,31,69,England,/187/157/24_180.png,
Coventry,J. Eccles,VOL MC LD,23,69,England,/251/555/24_180.png,
Coventry,K. Palmer,MEI,26,69,Jamaica,/225/441/24_180.png,
Coventry,B. Thomas,ZAG,22,68,England,/257/253/24_180.png,
Coventry,L. Kelly,VOL MC,33,67,Scotland,/186/449/24_180.png,
Coventry,L. Kitching,ZAG,23,67,England,/246/873/24_180.png,
Coventry,S. Moore,GOL,33,67,England,/194/150/24_180.png,
Coventry,B. Collins,GOL,26,67,England,/225/543/24_180.png,
Coventry,J. Burroughs,LD LE,22,64,Scotland,/252/379/24_180.png,
Coventry,Fábio Tavares,ATA,22,61,Portugal,/251/272/24_180.png,
Coventry,R. Howley,MC MEI ZAG,19,59,Wales,/262/044/24_180.png,
Coventry,D. Lusala,LD LD LE,20,58,England,/278/921/24_180.png,
Coventry,M. Rus,MEI PD,20,58,Romania,/264/202/24_180.png,
Coventry,K. Andrews,ATA MEI,16,56,England,/277/657/24_180.png,
Coventry,J. Obikwu,ATA,19,56,England,/276/931/24_180.png,
Coventry,C. Tyler,GOL,21,56,Wales,/254/293/24_180.png,
Coventry,E. Eghosa,MEI ATA PD,17,56,England,/277/355/24_180.png,
Coventry,B. Stretton,ATA,18,53,England,/277/656/24_180.png,
Charlton Athletic,G. Dobson,VOL MC,25,70,England,/225/769/24_180.png,
Charlton Athletic,A. May,ATA,29,69,England,/237/332/24_180.png,
Charlton Athletic,C. Blackett-Taylor,PE LE,25,68,England,/230/864/24_180.png,
Charlton Athletic,S. Fraser,MC,28,68,Scotland,/205/145/24_180.png,
Charlton Athletic,M. Hector,ZAG,30,66,Jamaica,/200/138/24_180.png,
Charlton Athletic,L. Jones,ZAG,27,66,England,/215/301/24_180.png,
Charlton Athletic,T. Edun,LE LE VOL,25,66,England,/229/378/24_180.png,
Charlton Athletic,H. Isted,GOL,26,66,England,/222/503/24_180.png,
Charlton Athletic,Panutche Camará,MC,26,66,Guinea Bissau,/240/331/24_180.png,
Charlton Athletic,T. Taylor,VOL MC,22,66,Wales,/251/592/24_180.png,
Charlton Athletic,T. Thomas,ZAG LE,27,65,Saint Lucia,/225/694/24_180.png,
Charlton Athletic,M. Leaburn,ATA,19,65,England,/271/066/24_180.png,
Charlton Athletic,A. Maynard-Brewer,GOL,24,65,Australia,/237/205/24_180.png,
Charlton Athletic,J. Payne,MC,28,65,England,/216/467/24_180.png,
Charlton Athletic,L. Ness,ZAG,21,64,England,/272/672/24_180.png,
Charlton Athletic,S. Walker,GOL,31,64,England,/200/525/24_180.png,
Charlton Athletic,T. Watson,LD LD,26,64,England,/224/307/24_180.png,
Charlton Athletic,D. Jaiyesimi,ME MD LD,25,64,England,/232/520/24_180.png,
Charlton Athletic,C. McGrandles,MC VOL,27,63,Scotland,/225/279/24_180.png,
Charlton Athletic,C. Aneke,ATA,29,63,England,/202/123/24_180.png,
Charlton Athletic,L. Watson,MC VOL MEI,21,63,Ireland,/250/791/24_180.png,
Charlton Athletic,C. Kirk,PE ME ATA,25,63,England,/227/630/24_180.png,
Charlton Athletic,T. Campbell,PE ME,19,59,England,/267/942/24_180.png,
Charlton Athletic,K. Anderson,MC,18,59,Jamaica,/277/346/24_180.png,
Charlton Athletic,Z. Mitchell,ZAG,18,58,England,/272/673/24_180.png,
Charlton Athletic,N. Asiimwe,LD LD ZAG,18,58,Uganda,/277/343/24_180.png,
Charlton Athletic,J. Abankwah,ZAG LD,19,58,Ireland,/264/509/24_180.png,
Charlton Athletic,R. Chin,LE LE LD,20,56,England,/271/768/24_180.png,
Charlton Athletic,A. Henry,MC,19,55,England,/255/050/24_180.png,
Charlton Athletic,H. Molyneux,GOL,18,52,Ireland,/278/765/24_180.png,
Hull City,J. Seri,VOL MC,31,73,Ivory Coast,/216/451/24_180.png,
Hull City,O. Tufan,MEI MC,28,73,Turkey,/223/154/24_180.png,
Hull City,Rúben Vinagre,LE LE,24,72,Portugal,/235/172/24_180.png,
Hull City,Ó. Estupiñán,ATA,26,72,Colombia,/228/761/24_180.png,
Hull City,A. Traoré,MEI MC PD,28,71,Mali,/225/151/24_180.png,
Hull City,J. Greaves,ZAG LE,22,71,England,/248/602/24_180.png,
Hull City,C. Christie,LD MD ZAG,30,71,Ireland,/200/778/24_180.png,
Hull City,J. Philogene,PD PE MD,21,71,England,/261/336/24_180.png,
Hull City,R. Slater,VOL MC ME,23,70,England,/241/953/24_180.png,
Hull City,D. Sinik,PE ME,24,69,Turkey,/234/129/24_180.png,
Hull City,A. Connolly,ATA,23,69,Ireland,/237/286/24_180.png,
Hull City,A. Jones,ZAG VOL,25,69,England,/236/315/24_180.png,
Hull City,A. Sayyadmanesh,PE ATA PD,22,68,Iran,/251/575/24_180.png,
Hull City,S. McLoughlin,ZAG,26,68,Ireland,/241/534/24_180.png,
Hull City,M. Ingram,GOL,29,68,England,/204/502/24_180.png,
Hull City,R. Woods,VOL MC,29,68,England,/205/818/24_180.png,
Hull City,J. Lokilo,PD PE ATA,24,67,Democratic Republic Congo,/231/267/24_180.png,
Hull City,G. Docherty,MC VOL MD,26,67,Scotland,/224/842/24_180.png,
